Date,P1,P2,Reg,Ratio,True Ratio,Weight P1,Weight P2
1991-08-07,56.536451571520196,37.0,0.010265501561995904,1.5631760736518543,1.528012204635681,0.0,0.0
1991-09-07,56.63741605839416,37.0,-0.004853670329309168,1.5631760736518543,1.5307409745511935,0.0,0.0
1991-10-07,58.187742838956076,39.0,-0.0009842127757924146,1.5631760736518543,1.491993406127079,0.0,0.0
1991-11-07,57.97261345065996,41.0,0.003268107009827048,1.5631760736518543,1.4139661817234137,0.0,0.0
1991-12-07,58.87217054263565,40.0,0.00866309363852924,1.5631760736518543,1.4718042635658912,0.0,0.0
1991-07-15,59.18250484183344,40.0,0.005611951895805767,1.5631760736518543,1.4795626210458361,0.0,0.0
1991-07-16,59.40811900191938,40.0,-0.002251486669874403,1.5631760736518543,1.4852029750479845,0.0,0.0
1991-07-17,59.265480244137485,40.0,-0.000917756019997995,1.5631760736518543,1.4816370061034372,0.0,0.0
1991-07-18,59.35675844155845,38.5,0.010931922010382955,1.5631760736518543,1.5417339854950247,0.0,0.0
1991-07-19,59.306371939113184,38.5,-0.0029885288806452692,1.5631760736518543,1.540425245171771,0.0,0.0
1991-07-22,59.534405245901645,38.5,-0.0034935899544024096,1.5631760736518543,1.5463481882052375,0.0,0.0
1991-07-23,59.8639265814487,39.0,-0.009077615068544098,1.5631760736518543,1.5349724764474026,0.0,0.0
1991-07-24,59.60541242564442,39.0,-0.002057831034332658,1.5631760736518543,1.528343908349857,0.0,0.0
1991-07-25,59.612105537459286,40.5,0.006108336309219808,1.5631760736518543,1.4719038404310936,0.0,0.0
1991-07-26,60.69632377184307,41.0,-7.874945863850513e-05,1.5631760736518543,1.4803981407766602,0.0,0.0
1991-07-29,60.34932896890343,41.0,0.005784675005999773,1.5631760736518543,1.4719348529000835,0.0,0.0
1991-07-30,60.40890398432398,40.0,0.009222641196838133,1.5631760736518543,1.5102225996080993,0.0,0.0
1991-07-31,60.255085357846355,39.5,0.0028921158412211767,1.5631760736518543,1.525445198932819,0.0,0.0
1991-01-08,60.31726520237241,41.0,-0.0017807605196180631,1.5631760736518543,1.4711528098139612,0.0,0.0
1991-02-08,60.97106918238993,40.5,0.00015497468777869727,1.5631760736518543,1.5054584983306156,0.0,0.0
1991-05-08,60.84276737967914,40.5,-0.005490392679952549,1.5631760736518543,1.5022905525846701,0.0,0.0
1991-06-08,60.48308548441166,40.5,0.014335684466066034,1.5631760736518543,1.4934095181336213,0.0,0.0
1991-07-08,60.27138071404739,40.0,-0.0001536098313312806,1.5631760736518543,1.5067845178511847,0.0,0.0
1991-08-08,60.27275341098169,40.0,-0.0032055830191222157,1.5631760736518543,1.5068188352745424,0.0,0.0
1991-09-08,60.98179331103679,40.0,-0.005666905073229422,1.5631760736518543,1.5245448327759197,0.0,0.0
1991-12-08,60.18822936692079,40.5,0.0023479337368330633,1.5631760736518543,1.4861291201708837,0.0,0.0
1991-08-13,60.10856293359761,40.5,0.004114914635365174,1.5631760736518543,1.484162047743151,0.0,0.0
1991-08-14,60.19814196516595,40.5,0.0007183724043446915,1.5631760736518543,1.48637387568311,0.0,0.0
1991-08-15,60.26531056910569,40.5,-0.0014629454004744247,1.5631760736518543,1.4880323597310046,0.0,0.0
1991-08-16,60.11308737864077,40.0,-0.009678369070981852,1.5631760736518543,1.5028271844660193,0.0,0.0
1991-08-19,56.730179652285905,38.0,-0.023936265999823902,1.5631760736518543,1.4928994645338396,0.0,0.0
1991-08-20,57.80419223300971,39.0,0.007858118778999668,1.5631760736518543,1.482158775205377,0.0,0.0
1991-08-21,59.105046326935806,40.5,0.028961934907020037,1.5631760736518543,1.459383859924341,0.0,0.0
1991-08-22,59.569890692282215,40.5,0.0019183308736065996,1.5631760736518543,1.4708614985748696,0.0,0.0
1991-08-23,60.007941080196396,40.5,0.007230910414396163,1.5631760736518543,1.4816775575357135,0.0,0.0
1991-08-26,60.518095863427455,40.5,-0.0008121415602984072,1.5631760736518543,1.4942739719364804,0.0,0.0
1991-08-27,60.09296118736455,40.5,-0.0020078031474008995,1.5631760736518543,1.4837768194411,0.0,0.0
1991-08-28,59.83055910437933,40.5,0.009066566691362077,1.5631760736518543,1.4772977556636873,0.0,0.0
1991-08-29,59.54955380577429,42.0,-0.00042868130723405784,1.5631760736518543,1.4178465191851022,0.0,0.0
1991-08-30,58.76163624425475,41.5,-0.002626529442073533,1.5631760736518543,1.415943042030235,0.0,0.0
1991-02-09,58.51194090610637,41.0,0.0,1.5631760736518543,1.4271205099050333,0.0,0.0
1991-03-09,58.21837032173343,41.0,-0.008329149218901044,1.5631760736518543,1.419960251749596,0.0,0.0
1991-04-09,57.67205909389364,41.0,-0.005574464022362058,1.5631760736518543,1.4066355876559424,0.71091618097508,-1.0
1991-05-09,57.86177530298067,39.3,-0.002130582352044108,1.5631760736518543,1.4723098041470908,0.0,0.0
1991-06-09,57.614348489877194,39.0,-0.00010279341103203166,1.5631760736518543,1.477290986919928,0.0,0.0
1991-09-09,57.74472568158869,39.0,-0.001363011179398299,1.5631760736518543,1.4806339918356075,0.0,0.0
1991-10-09,57.61600000000001,39.5,-0.010373241822813739,1.5631760736518543,1.4586329113924053,0.0,0.0
1991-11-09,57.44479163857046,40.0,0.0013512462103291156,1.5631760736518543,1.4361197909642613,0.0,0.0
1991-12-09,57.6467589952478,40.0,0.00585160387542949,1.5631760736518543,1.441168974881195,0.0,0.0
1991-09-13,58.0840995132504,39.8,-0.00972833406862783,1.5631760736518543,1.4593994852575478,0.0,0.0
