Date,P1,P2,Reg,Ratio,True Ratio,Weight P1,Weight P2,Earnings P1,Earnings P2,Total Daily Earnings,prev_weight_p1,prev_weight_p2,Strategy Daily Returns,Log returns
1992-11-20,48.336968544763224,35.2,0.007174222498293581,1.5631760736518543,1.373209333658046,0.7282210916351215,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-11-23,46.90190456257849,35.0,-0.0035924386185932633,1.5631760736518543,1.3400544160736712,0.7462383527155391,-1.0,-1.0450438596728135,0.20000000000000284,-0.8450438596728107,0.7282210916351215,-1.0,-0.010317755907948893,-0.010371352937557208
1992-11-24,46.37534965034965,34.2,0.0057931746460013755,1.5631760736518543,1.3560043757412177,0.7374607470963219,-1.0,-0.3834483929891208,0.7999999999999972,0.41655160701087635,0.7282210916351215,-1.0,0.005169715164978732,0.00515639806489288
1992-11-25,46.82348703573931,34.5,0.0037115321729936923,1.5631760736518543,1.3572025227750526,0.7368097120504273,-1.0,0.3263430959909704,-0.29999999999999716,0.02634309599097323,0.7282210916351215,-1.0,0.00032392973974906174,0.00032387728583817553
1992-11-26,46.82348703573931,33.9,0.0,1.5631760736518543,1.3812238063639917,0.7239956301017242,-1.0,0.0,0.6000000000000014,0.6000000000000014,0.7282210916351215,-1.0,0.007432780991415286,0.007405293993972207
1992-11-27,47.84675017349063,34.9,0.002280768071173611,1.5631760736518543,1.37096705368168,0.7294121308856678,-1.0,0.745161799203247,-1.0,-0.254838200796753,0.7282210916351215,-1.0,-0.003079736669566449,-0.0030844888179619675
1992-11-30,49.34221757322176,35.9,0.002762528888830218,1.5631760736518543,1.3744350298947565,0.7275716772706035,-1.0,1.0890309023369373,-1.0,0.08903090233693733,0.7282210916351215,-1.0,0.0010444461074755728,0.0010439010531268758
1992-01-12,49.74440227839088,36.0,-0.0013222758987403438,1.5631760736518543,1.3817889521775244,0.7236995189635339,-1.0,0.2928793850372058,-0.10000000000000142,0.19287938503720437,0.7282210916351215,-1.0,0.002249469118823322,0.002246942850963383
1992-02-12,49.947194553923325,36.0,-0.0020681088829110905,1.5631760736518543,1.3874220709423146,0.7207612023360823,-1.0,0.14767761226340773,-0.0,0.14767761226340773,0.7282210916351215,-1.0,0.0017182365640888335,0.001716762084405434
1992-03-12,48.80664992927864,35.6,4.6521364945206756e-05,1.5631760736518543,1.3709733126201864,0.7294088008823548,-1.0,-0.8305686516173209,0.3999999999999986,-0.4305686516173223,0.7282210916351215,-1.0,-0.00510112238760904,-0.005114177528588199
1992-04-12,49.317818869510404,35.0,0.004988467287383003,1.5631760736518543,1.4090805391288688,0.0,0.0,0.3722440036655421,0.6000000000000014,0.9722440036655435,0.7282210916351215,-1.0,0.01153070628131618,0.011464734338710668
1992-07-12,49.86124434876211,35.5,0.007493780673296868,1.5631760736518543,1.4045420943313272,0.7119758133529482,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-08-12,49.25462410329986,35.5,0.0038518022677287433,1.5631760736518543,1.3874542000929537,0.7207445117345165,-1.0,-0.43189894265935247,-0.0,-0.43189894265935247,0.7119758133529482,-1.0,-0.005095874676205859,-0.0051089029246244215
1992-09-12,48.31418026969482,35.9,-0.0030710724753797436,1.5631760736518543,1.3457988933062626,0.7430530705395897,-1.0,-0.6695732633437114,-0.3999999999999986,-1.06957326334371,0.7119758133529482,-1.0,-0.012700631412885757,-0.012781973899917655
1992-10-12,47.73901243339254,36.0,-0.0023440203769427015,1.5631760736518543,1.3260836787053483,0.7541002246376316,-1.0,-0.4095055880657746,-0.10000000000000142,-0.509505588065776,0.7119758133529482,-1.0,-0.0060844470606940294,-0.006103032736099503
1992-11-12,47.130285916991845,35.1,-0.00209588155536089,1.5631760736518543,1.3427431885182861,0.7447440497564524,-1.0,-0.43339855662389065,0.8999999999999986,0.4666014433761079,0.7119758133529482,-1.0,0.005674325927154422,0.005658287582385073
1992-12-14,47.28512451223838,35.1,-0.0020771794765526153,1.5631760736518543,1.347154544508216,0.7423053309485392,-1.0,0.11024133478908191,-0.0,0.11024133478908191,0.7119758133529482,-1.0,0.0013381218447112435,0.0013372273575419215
1992-12-15,47.20770354609929,34.7,-0.0006008782246889055,1.5631760736518543,1.3604525517607864,0.7350495235616522,-1.0,-0.05512185533745259,0.3999999999999986,0.34487814466254596,0.7119758133529482,-1.0,0.0042105703094024805,0.004201730662852399
1992-12-16,47.64673266619013,34.3,-0.0024534777606870506,1.5631760736518543,1.389117570442861,0.7198814709983061,-1.0,0.3125781148623076,0.4000000000000057,0.7125781148623133,0.7119758133529482,-1.0,0.008695625703162553,0.00865803650055983
1992-12-17,49.058072117101034,34.8,0.009043363359758416,1.5631760736518543,1.4097147160086505,0.0,0.0,1.0048395534793924,-0.5,0.5048395534793924,0.7119758133529482,-1.0,0.006020166463813104,0.0060021176633182835
1992-12-18,49.137758779709124,36.2,0.013345546019200683,1.5631760736518543,1.35739665137318,0.736704336929351,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-12-21,50.146178988326845,37.1,-0.0013152227569959152,1.5631760736518543,1.3516490293349555,0.7398370274360531,-1.0,0.7429075411358763,-0.8999999999999986,-0.15709245886412226,0.736704336929351,-1.0,-0.001800565488204825,-0.0018021884547077464
1992-12-22,52.00924014684491,37.1,-0.000885347556724092,1.5631760736518543,1.4018663112357117,0.7133347823434917,-1.0,1.3725252354448791,-0.0,1.3725252354448791,0.736704336929351,-1.0,0.015402726284985341,0.015285308464508741
1992-12-23,52.24694459833795,38.0,-0.0029112764210807995,1.5631760736518543,1.3749195946931039,0.7273152581865779,-1.0,0.1751179003223333,-0.8999999999999986,-0.7248820996776653,0.736704336929351,-1.0,-0.008032206551744192,-0.008064638506305594
1992-12-24,52.14582809803245,38.0,0.0016841150999127308,1.5631760736518543,1.3722586341587488,0.7287256025268453,-1.0,-0.07449296431017557,-0.0,-0.07449296431017557,0.736704336929351,-1.0,-0.0008263606412175327,-0.0008267022653883714
1992-12-25,52.14582809803245,38.0,0.0,1.5631760736518543,1.3722586341587488,0.7287256025268453,-1.0,0.0,-0.0,0.0,0.736704336929351,-1.0,0.0,0.0
1992-12-28,53.40940374787053,38.3,-0.0014108226069229346,1.5631760736518543,1.3945014033386562,0.7171021826194239,-1.0,0.9308816612740324,-0.29999999999999716,0.6308816612740352,0.736704336929351,-1.0,0.006879138185310513,0.006855584870201021
1992-12-29,52.30080000000001,38.0,-0.0026677931296816837,1.5631760736518543,1.3763368421052633,0.7265663240332844,-1.0,-0.8167131889923434,0.29999999999999716,-0.5167131889923462,0.736704336929351,-1.0,-0.005722133015348105,-0.005738567140623936
1992-12-30,52.276402597402594,38.0,0.0018932703336620449,1.5631760736518543,1.375694805194805,0.726905412613225,-1.0,-0.017973672303327342,-0.0,-0.017973672303327342,0.736704336929351,-1.0,-0.00019909601829708347,-0.0001991158405403546
1992-12-31,52.27689841031589,38.0,-0.0070896331349104,1.5631760736518543,1.3757078529030498,0.7268985183807576,-1.0,0.0003652675235285564,-0.0,0.0003652675235285564,0.736704336929351,-1.0,4.0460796722145425e-06,4.046071486834782e-06
1993-01-01,52.27689841031589,38.0,0.0,1.5631760736518543,1.3757078529030498,0.7268985183807576,-1.0,0.0,-0.0,0.0,0.736704336929351,-1.0,0.0,0.0
1993-04-01,52.358265946675665,38.8,-0.0007576714594055289,1.5631760736518543,1.3494398439864863,0.7410482241622727,-1.0,0.059943816921505196,-0.7999999999999972,-0.740056183078492,0.736704336929351,-1.0,-0.008118366177691428,-0.0081514995601911
1993-05-01,53.277740773465645,39.3,-0.0023915754396854894,1.5631760736518543,1.3556677041594312,0.7376438908530616,-1.0,0.6773810925935418,-0.5,0.17738109259354184,0.736704336929351,-1.0,0.0019160231294430364,0.0019141898984286157
1993-06-01,52.854326283987916,39.3,0.0004143360324446732,1.5631760736518543,1.3448937985747562,0.743553134871872,-1.0,-0.31193129071696984,-0.0,-0.31193129071696984,0.736704336929351,-1.0,-0.0033848795091367167,-0.003390621174006194
1993-07-01,52.54618011382659,39.0,-0.0087837465492413,1.5631760736518543,1.347337951636579,0.7422042842223244,-1.0,-0.22701261996602104,0.29999999999999716,0.07298738003397612,0.736704336929351,-1.0,0.0007972738998309395,0.000796956245822253
1993-08-01,52.345216,38.8,-0.00390807234163848,1.5631760736518543,1.3491035051546394,0.7412329715097554,-1.0,-0.14805113422320987,0.20000000000000284,0.051948865776792974,0.736704336929351,-1.0,0.0005699571305727442,0.0005697947666981974
1993-11-01,51.58663444108761,38.6,0.004441919418738394,1.5631760736518543,1.3364413067639278,0.748255830569477,-1.0,-0.5588503243653854,0.19999999999999574,-0.35885032436538966,0.736704336929351,-1.0,-0.003978974563019097,-0.003986911743862277
1993-12-01,52.42920160213618,38.3,0.00020881912859049834,1.5631760736518543,1.3689086580192216,0.730508930703219,-1.0,0.620722881698733,0.30000000000000426,0.9207228816987373,0.736704336929351,-1.0,0.01014803244644731,0.010096886891967916
1993-01-13,52.22796096904441,38.0,0.004606116445126318,1.5631760736518543,1.3744200255011687,0.727579620091289,-1.0,-0.1482548471651162,0.29999999999999716,0.15174515283488096,0.736704336929351,-1.0,0.0016817974295899472,0.001680384791918032
1993-01-14,52.993291778975745,37.4,0.006697609533241611,1.5631760736518543,1.4169329352667313,0.0,0.0,0.5638225268620672,0.6000000000000014,1.1638225268620688,0.736704336929351,-1.0,0.012875098405618172,0.012792918953498218
1993-01-15,53.07478411977009,37.8,0.0027717664265329844,1.5631760736518543,1.4040948179833357,0.7122026142338974,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-01-18,53.95447667424141,37.8,-0.0007322822359769887,1.5631760736518543,1.4273671077841645,0.0,0.0,0.6265193370165737,-0.0,0.6265193370165737,0.7122026142338974,-1.0,0.006828215469430702,0.006805008786443625
1993-01-19,54.88073164091744,38.7,-0.0038992663744643608,1.5631760736518543,1.4181067607472206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-01-20,54.1504490406858,38.6,-0.004052970430004521,1.5631760736518543,1.402861374111031,0.7128288072181634,-1.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
1993-01-21,54.43048021643559,38.4,0.004879967329955548,1.5631760736518543,1.4174604223030103,0.0,0.0,0.19961428899362332,0.20000000000000284,0.39961428899362617,0.7128288072181634,-1.0,0.004304774553163139,0.0042955355163436775
1993-01-22,54.875115529653755,38.5,0.0014226711899336664,1.5631760736518543,1.4253276760949027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-01-25,54.35455487973458,38.1,0.00890294882043019,1.5631760736518543,1.4266287370009074,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
1993-01-26,53.938823933975236,38.6,-0.00013636983520370904,1.5631760736518543,1.3973788583931408,0.7156255399125685,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-01-27,53.300482051282046,38.1,-0.004191063693372854,1.5631760736518543,1.3989627834982163,0.7148152987311224,-1.0,-0.45681375445111966,0.5,0.04318624554888034,0.7156255399125685,-1.0,0.00047249472409401354,0.00047238313361101905
1993-01-28,53.313052271950795,37.8,0.001254605135082798,1.5631760736518543,1.4103982082526667,0.0,0.0,0.008995570952893805,0.30000000000000426,0.3089955709528981,0.7156255399125685,-1.0,0.0033913425491511337,0.003385604915536209
1993-01-29,53.14196572580646,37.8,0.0002735229776353876,1.5631760736518543,1.405872109148319,0.7113022539481223,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-01-02,53.447056730579156,38.3,0.008487512655794838,1.5631760736518543,1.3954845099367927,0.716596990421122,-1.0,0.2170119193541179,-0.5,-0.2829880806458821,0.7113022539481223,-1.0,-0.00308443770002229,-0.0030892043821979884
1993-02-02,53.31744725599737,38.0,6.779124817590798e-05,1.5631760736518543,1.4030907172630886,0.7127122912983348,-1.0,-0.09219151140305479,0.29999999999999716,0.20780848859694237,0.7113022539481223,-1.0,0.002275671241820597,0.0022730858236517555
1993-03-02,54.98657901639344,38.2,0.010452469426003752,1.5631760736518543,1.439439241266844,0.0,0.0,1.1872571833061216,-0.20000000000000284,0.9872571833061188,0.7113022539481223,-1.0,0.010594413849363864,0.010538686301878295
1993-04-02,55.26049003593597,39.0,0.005263404809176642,1.5631760736518543,1.4169356419470762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-05-02,56.43264532984978,39.2,-0.0014023530662470307,1.5631760736518543,1.4396082992308616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-08-02,57.767584500162805,39.5,-0.002408618662614437,1.5631760736518543,1.4624704936750077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-09-02,56.71441176470587,39.5,-0.005642774550675966,1.5631760736518543,1.4358078927773639,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-10-02,56.22503188028627,40.2,0.001996523572735498,1.5631760736518543,1.3986326338379667,0.7149840321227992,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-11-02,56.97785667752442,40.6,0.0032219117682137366,1.5631760736518543,1.4033954846680892,0.7125575156289644,-1.0,0.5382577090113647,-0.3999999999999986,0.13825770901136614,0.7149840321227992,-1.0,0.001416896350452548,0.0014158934999969832
1993-12-02,57.87957607282184,41.0,-0.0069039994487143375,1.5631760736518543,1.4116969773858985,0.0,0.0,0.6447149690930813,-0.3999999999999986,0.24471496909308277,0.7149840321227992,-1.0,0.0024748788254599467,0.0024718213563976314
1993-02-15,58.318797139141736,41.5,0.0,1.5631760736518543,1.4052722202202828,0.7116058978546131,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-02-16,58.558749999999996,41.4,-0.02429287693905824,1.5631760736518543,1.4144625603864733,0.0,0.0,0.17075187099382513,0.10000000000000142,0.2707518709938266,0.7116058978546131,-1.0,0.0027086360222974637,0.0027049742784772393
1993-02-17,58.011296456929344,41.4,-0.001406810577841533,1.5631760736518543,1.4012390448533658,0.7136541075364098,-1.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993-02-18,59.47874253087239,42.4,-0.0032362487792081396,1.5631760736518543,1.4028005313884997,0.7128597242618624,-1.0,1.0472489182576317,-1.0,0.04724891825763167,0.7136541075364098,-1.0,0.0004637760251439479,0.0004636685142826312
